wiI7pd,dealership_name,manual_label,review_id,predicted_sentiment,predicted_label
Good SUZUKI Cars workshop,Suzuki Sethi Motors (Town Morr),,478,0.9594729,1
Overall satisfied,Suzuki Sethi Motors (Town Morr),,479,0.8189251,1
This is suzuki 3s dealer ship,Suzuki Sethi Motors (Town Morr),,480,0.2987478,0
Auto workshop bad service,Suzuki Sethi Motors (Town Morr),,481,0.13634598,0
Poor service & parts supply,Suzuki Sethi Motors (Town Morr),,482,0.1928791,0
They are reconstructing the building,Suzuki Sethi Motors (Town Morr),,483,0.29758847,0
Custer dealing is good,Suzuki Sethi Motors (Town Morr),,485,0.9494866,1
Respect there customers,Suzuki Sethi Motors (Town Morr),,486,0.305497,0
Very poor service,Suzuki Sethi Motors (Town Morr),,487,0.17810778,0
Too much crowdy,Suzuki Sethi Motors (Town Morr),,488,0.5508232,1
rates are very high,Suzuki Sethi Motors (Town Morr),,489,0.8507593,1
Poor Customer Service,Suzuki Sethi Motors (Town Morr),,490,0.19521992,0
Very bad expireance,Suzuki Sethi Motors (Town Morr),,491,0.10709581,0
Not good job,Suzuki Sethi Motors (Town Morr),,492,0.211788,0
It's just ok,Suzuki Sethi Motors (Town Morr),,493,0.90607125,1
Too much expensive,Suzuki Sethi Motors (Town Morr),,495,0.17124683,0
Service requires an upgrade.,Suzuki Sethi Motors (Town Morr),,496,0.30143508,0
Very rushy place,Suzuki Sethi Motors (Town Morr),,497,0.66633415,1
Excellent services.,Suzuki Sethi Motors (Town Morr),,498,0.9802685,1
No proper management,Suzuki Sethi Motors (Town Morr),,499,0.31637278,0
Must improve the services,Suzuki Sethi Motors (Town Morr),,500,0.31093496,0
Suzuki car services and show room,Suzuki Sethi Motors (Town Morr),,501,0.30527666,0
Staff was cooperative.,Suzuki Sethi Motors (Town Morr),,504,0.3142316,0
Good motor company..!,Suzuki Sethi Motors (Town Morr),,505,0.9549627,1
Cordial and Prompt Services,Suzuki Sethi Motors (Town Morr),,506,0.3095039,0
Suzuki motors dealer and service center,Suzuki Sethi Motors (Town Morr),,507,0.26578566,0
Excellent experience,Suzuki Sethi Motors (Town Morr),,508,0.9808229,1
Good Service,Suzuki Sethi Motors (Town Morr),,509,0.95621544,1
More expensive to the market,Suzuki Sethi Motors (Town Morr),,510,0.5092884,1
Amazing experience.....,Suzuki Sethi Motors (Town Morr),,511,0.95651084,1
Lacking in customer care...,Suzuki Sethi Motors (Town Morr),,513,0.30491984,0
"Competent, quick, cooperative",Suzuki Sethi Motors (Town Morr),,514,0.90861917,1
Good place for cars,Suzuki Sethi Motors (Town Morr),,515,0.95728934,1
Lack of professional staff.,Suzuki Sethi Motors (Town Morr),,516,0.4062283,0
Nice experience.,Suzuki Sethi Motors (Town Morr),,518,0.9590015,1
Excellent Services,Suzuki Sethi Motors (Town Morr),,519,0.9802685,1
They are too busy,Suzuki Sethi Motors (Town Morr),,520,0.4822582,0
services are good,Suzuki Sethi Motors (Town Morr),,521,0.9522494,1
Excellent service,Suzuki Sethi Motors (Town Morr),,523,0.98042727,1
Excellent service,Suzuki Sethi Motors (Town Morr),,526,0.98042727,1
Excellent services,Suzuki Sethi Motors (Town Morr),,527,0.9802685,1
Nice workshop,Suzuki Sethi Motors (Town Morr),,528,0.95876354,1
Excellent services,Suzuki Sethi Motors (Town Morr),,529,0.9802685,1
Authorized dealer of Suzuki motors,Suzuki Sethi Motors (Town Morr),,530,0.3085963,0
Purchased suzuki swift,Suzuki Sethi Motors (Town Morr),,532,0.3157362,0
Worst place.,Suzuki Sethi Motors (Town Morr),,533,0.09752527,0
Good experience,Suzuki Sethi Motors (Town Morr),,534,0.957092,1
Good service,Suzuki Sethi Motors (Town Morr),,535,0.95621544,1
Good workshop,Suzuki Sethi Motors (Town Morr),,536,0.9568113,1
Excellent showrooms for cars,Suzuki Sethi Motors (Town Morr),,538,0.9797129,1
Excellent service,Suzuki Sethi Motors (Town Morr),,539,0.98042727,1
Good Services,Suzuki Sethi Motors (Town Morr),,540,0.95589054,1
Pleasant ppl.,Suzuki Sethi Motors (Town Morr),,541,0.9635662,1
Good services,Suzuki Sethi Motors (Town Morr),,542,0.95589054,1
Good  experience,Suzuki Sethi Motors (Town Morr),,544,0.957092,1
It's Awesome,Suzuki Sethi Motors (Town Morr),,545,0.9776739,1
Good place.,Suzuki Sethi Motors (Town Morr),,546,0.95682853,1
Good services,Suzuki Sethi Motors (Town Morr),,547,0.95589054,1
Repaired my baleno,Suzuki Sethi Motors (Town Morr),,548,0.31148443,0
Average services,Suzuki Sethi Motors (Town Morr),,549,0.29220548,0
Good service,Suzuki Sethi Motors (Town Morr),,550,0.95621544,1
Staff is helpful,Suzuki Sethi Motors (Town Morr),,551,0.31230545,0
Car sale and purchase center,Suzuki Sethi Motors (Town Morr),,552,0.2720723,0
Good service,Suzuki Sethi Motors (Town Morr),,553,0.95621544,1
Great Service,Suzuki Sethi Motors (Town Morr),,555,0.9675773,1
variety of cars is available.,Suzuki Sethi Motors (Town Morr),,556,0.8586786,1
Staff is cooperative,Suzuki Sethi Motors (Town Morr),,558,0.31359413,0
Nice Dealing & Cars,Suzuki Sethi Motors (Town Morr),,559,0.9588433,1
Satisfied customer,Suzuki Sethi Motors (Town Morr),,560,0.94333786,1
"No satisfied,",Suzuki Sethi Motors (Town Morr),,561,0.3953742,0
Good car workshop,Suzuki Sethi Motors (Town Morr),,562,0.9563978,1
Very Unprofessional.,Suzuki Sethi Motors (Town Morr),,563,0.66087747,1
Service good,Suzuki Sethi Motors (Town Morr),,564,0.95529705,1
Staff is cooperative,Suzuki Sethi Motors (Town Morr),,565,0.31359413,0
Good service,Suzuki Sethi Motors (Town Morr),,566,0.95621544,1
Best in town,Suzuki Sethi Motors (Town Morr),,567,0.9629727,1
Over priced,Suzuki Sethi Motors (Town Morr),,569,0.3144097,0
Suzuki motor authorize dealer,Suzuki Sethi Motors (Town Morr),,570,0.30920246,0
Outstanding services,Suzuki Sethi Motors (Town Morr),,571,0.94329846,1
Suzuki motors sale point,Suzuki Sethi Motors (Town Morr),,572,0.31572577,0
Nice experience,Suzuki Sethi Motors (Town Morr),,573,0.9590015,1
Very Expensive,Suzuki Sethi Motors (Town Morr),,574,0.15329945,0
Good service,Suzuki Sethi Motors (Town Morr),,575,0.95621544,1
Always a pleasure,Suzuki Sethi Motors (Town Morr),,576,0.31164768,0
Excellent serves,Suzuki Sethi Motors (Town Morr),,577,0.98065066,1
Good service,Suzuki Sethi Motors (Town Morr),,578,0.95621544,1
Quick service,Suzuki Sethi Motors (Town Morr),,579,0.86776817,1
Good service,Suzuki Sethi Motors (Town Morr),,580,0.95621544,1
Good Service,Suzuki Sethi Motors (Town Morr),,581,0.95621544,1
Suzuki motors service center,Suzuki Sethi Motors (Town Morr),,582,0.26988637,0
Automobile showroom,Suzuki Sethi Motors (Town Morr),,583,0.320164,0
Average service,Suzuki Sethi Motors (Town Morr),,586,0.2932106,0
Good service,Suzuki Sethi Motors (Town Morr),,587,0.95621544,1
Slow service...,Suzuki Sethi Motors (Town Morr),,588,0.20652232,0
Good Service,Suzuki Sethi Motors (Town Morr),,590,0.95621544,1
Owesome experience,Suzuki Sethi Motors (Town Morr),,591,0.31723008,0
Good service,Suzuki Sethi Motors (Town Morr),,592,0.95621544,1
Good people,Suzuki Sethi Motors (Town Morr),,594,0.957172,1
Poor service.,Suzuki Sethi Motors (Town Morr),,595,0.19644181,0
Pathetic services,Suzuki Sethi Motors (Town Morr),,596,0.09805981,0
Worst management,Suzuki Sethi Motors (Town Morr),,597,0.09784936,0
"High Expertise in electronics,",Suzuki Sethi Motors (Town Morr),,598,0.7188473,1
Best workshop,Suzuki Sethi Motors (Town Morr),,599,0.96387357,1
Average service.,Suzuki Sethi Motors (Town Morr),,600,0.29321063,0
Best service,Suzuki Sethi Motors (Town Morr),,601,0.963393,1
Check suzuki cultus,Suzuki Sethi Motors (Town Morr),,603,0.3148141,0
Good display,Suzuki Sethi Motors (Town Morr),,604,0.9550259,1
So bad responses,Suzuki Sethi Motors (Town Morr),,605,0.13446309,0
Modal town moar,Suzuki Sethi Motors (Town Morr),,606,0.3118865,0
Rushy at weekend and holidays,Suzuki Sethi Motors (Town Morr),,608,0.29293227,0
nice work !,Suzuki Sethi Motors (Town Morr),,609,0.95827883,1
Bad experience,Suzuki Sethi Motors (Town Morr),,611,0.13570613,0
Suzuki maintenance workshop,Suzuki Sethi Motors (Town Morr),,612,0.32420886,0
good as always,Suzuki Sethi Motors (Town Morr),,613,0.9549193,1
Nice working,Suzuki Sethi Motors (Town Morr),,615,0.95662725,1
Bad experience,Suzuki Sethi Motors (Town Morr),,616,0.13570613,0
Friendly staff,Suzuki Sethi Motors (Town Morr),,617,0.8867096,1
Bad service,Suzuki Sethi Motors (Town Morr),,620,0.13493465,0
Bad experience,Suzuki Sethi Motors (Town Morr),,621,0.13570613,0
Not recommend,Suzuki Sethi Motors (Town Morr),,623,0.30667323,0
Poor service,Suzuki Sethi Motors (Town Morr),,624,0.19644181,0
Place for your car,Suzuki Sethi Motors (Town Morr),,626,0.31593463,0
Poor service,Suzuki Sethi Motors (Town Morr),,629,0.19644178,0
Good workshop,Suzuki Sethi Motors (Town Morr),,632,0.9568113,1
Maintenance is costly,Suzuki Sethi Motors (Town Morr),,636,0.31431422,0
Car 5S service,Suzuki Sethi Motors (Town Morr),,637,0.31581914,0
workshop for Suzuki cars,Suzuki Sethi Motors (Town Morr),,640,0.32029435,0
This places working,Suzuki Sethi Motors (Town Morr),,641,0.30697215,0
Skilled staff,Suzuki Sethi Motors (Town Morr),,642,0.91994953,1
High prices ..,Suzuki Sethi Motors (Town Morr),,643,0.7533003,1
Suzuki car's showroom,Suzuki Sethi Motors (Town Morr),,644,0.31873587,0
A buzy suzuki station,Suzuki Sethi Motors (Town Morr),,646,0.3086296,0
Too expensive,Suzuki Sethi Motors (Town Morr),,647,0.17512101,0
Suzuki moter outlet,Suzuki Sethi Motors (Town Morr),,648,0.31565958,0
EXCELLENT SERVICE,Suzuki Sethi Motors (Town Morr),,654,0.98042727,1
Worst place,Suzuki Sethi Motors (Town Morr),,656,0.09752527,0
Lot of wait,Suzuki Sethi Motors (Town Morr),,658,0.3216111,0
very expensive,Suzuki Sethi Motors (Town Morr),,664,0.15329945,0
Pathetic services,Suzuki Sethi Motors (Town Morr),,666,0.09805981,0
Excitement Service,Suzuki Sethi Motors (Town Morr),,668,0.3155672,0
Good attitude,Suzuki Sethi Motors (Town Morr),,669,0.9551319,1
Cooperative staff,Suzuki Sethi Motors (Town Morr),,670,0.32343942,0
Waiting frustrating,Suzuki Sethi Motors (Town Morr),,672,0.23781626,0
To much expensive,Suzuki Sethi Motors (Town Morr),,673,0.17282875,0
Little expensive,Suzuki Sethi Motors (Town Morr),,675,0.21816672,0
Cooperative staff,Suzuki Sethi Motors (Town Morr),,680,0.32343942,0
Good mechanics,Suzuki Sethi Motors (Town Morr),,681,0.9564608,1
Rates are higher..,Suzuki Sethi Motors (Town Morr),,684,0.8076008,1
Good Dealer,Suzuki Sethi Motors (Town Morr),,685,0.9562739,1
New car purchased.,Suzuki Sethi Motors (Town Morr),,686,0.6821381,1
Searching for wegonR,Suzuki Sethi Motors (Town Morr),,687,0.31072187,0
Not interested,Suzuki Sethi Motors (Town Morr),,688,0.3255304,0
Good Workshop,Suzuki Sethi Motors (Town Morr),,689,0.9568113,1
Car service  centre,Suzuki Sethi Motors (Town Morr),,690,0.31505284,0
Suzuki a large market.,Suzuki Sethi Motors (Town Morr),,691,0.7470248,1
Nicr dealing,Suzuki Sethi Motors (Town Morr),,692,0.31706062,0
place to buy cars,Suzuki Sethi Motors (Town Morr),,694,0.31040713,0
Slow working,Suzuki Sethi Motors (Town Morr),,696,0.20474198,0
Great motors,Suzuki Sethi Motors (Town Morr),,699,0.9670585,1
better showroom,Suzuki Sethi Motors (Town Morr),,702,0.9158402,1
Waiting Time,Suzuki Sethi Motors (Town Morr),,703,0.3185941,0
Car Selling Point,Suzuki Sethi Motors (Town Morr),,704,0.31647095,0
Right choice,Suzuki Sethi Motors (Town Morr),,707,0.8664853,1
Complete car solutions,Suzuki Sethi Motors (Town Morr),,709,0.5993116,1
Authorised Suzuki,Suzuki Sethi Motors (Town Morr),,711,0.3205111,0
No idea about it,Suzuki Sethi Motors (Town Morr),,712,0.302741,0
Expensive parts,Suzuki Sethi Motors (Town Morr),,716,0.17835177,0
Responsive Staff,Suzuki Sethi Motors (Town Morr),,717,0.31554288,0
The best motors,Suzuki Sethi Motors (Town Morr),,718,0.9627566,1
Suzuki Car Dealers,Suzuki Sethi Motors (Town Morr),,721,0.32229415,0
Professional services,Suzuki Sethi Motors (Town Morr),,722,0.43744445,0
Quick response,Suzuki Sethi Motors (Town Morr),,723,0.8670186,1
Best motors,Suzuki Sethi Motors (Town Morr),,724,0.962781,1
Professional team,Suzuki Sethi Motors (Town Morr),,725,0.4365683,0
3S dealership,Suzuki Sethi Motors (Town Morr),,726,0.31949916,0
3S dealership,Suzuki Sethi Motors (Town Morr),,727,0.31949916,0
Car purchasing,Suzuki Sethi Motors (Town Morr),,729,0.31819642,0
Car showroom,Suzuki Sethi Motors (Town Morr),,730,0.3214099,0
car showroom,Suzuki Sethi Motors (Town Morr),,731,0.3214099,0
They are fraud they give false information or kehty hain yeh ho gya hai yeh change hone wala or mai ne local market se wohi chezein check krwai wo thek thi or bill yeh 10000 se nechy nai bnaty,Suzuki Sethi Motors (Town Morr),,733,0.31586742,0
Company ka name phly hi khrab h phr enki dealership ki service rahi sahi qasar pori kr rai h,Suzuki Sethi Motors (Town Morr),,734,0.26740944,0
4 ratings is liye dy rha qk mra dost wha kam krta ziada khush ni hona,Suzuki Sethi Motors (Town Morr),,735,0.2684631,0
Bohat he 2no bndy hain koi b next time enough k pas na jaye,Suzuki Sethi Motors (Town Morr),,739,0.2780755,0
"Sirf Pakistani Suzuki k liye hai
Japanese cars ka kam Ni Kiya jata.",Suzuki Sethi Motors (Town Morr),,740,0.2752386,0
kaam tasali wala nahi kia.. jaldi jaldi kaam kerty hain....,Suzuki Sethi Motors (Town Morr),,741,0.26846772,0
Bahot ziyada rash ha Bahot time lagta ha,Suzuki Sethi Motors (Town Morr),,742,0.27695292,0
Good service point,Suzuki Sethi Motors (Town Morr),,747,0.95646197,1
Overall god.,Suzuki Sethi Motors (Town Morr),,749,0.31793302,0
God department,Suzuki Sethi Motors (Town Morr),,753,0.31550887,0
Throw them out,Suzuki Sethi Motors (Town Morr),,754,0.31060153,0
NAIC points,Suzuki Sethi Motors (Town Morr),,755,0.3154542,0
Fazool service,Suzuki Sethi Motors (Town Morr),,757,0.31551263,0
Masha Allah,Suzuki Sethi Motors (Town Morr),,758,0.32083163,0
