wiI7pd,dealership,Unnamed: 1,Unnamed: 2,predicted_sentiment,confidence
expensive but quality work.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5088887958765483
Pathatic customer services,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Thief and very greedy persons,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good workshop for Suzuki cars,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very expensive,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Good service and staff,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
It was ok,Suzuki Sethi Motors (Town Morr),,,,
Good technical staff,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
V costly experiance,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Ummmm it's ok,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"?? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Workshop is very good.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Perfect customer service,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
"Bad cars. Bad owners, bad service.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5965858168994697
Nice customer service,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
v good services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Awesome place for car maintenance,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very good place,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good for insurance cars,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Sales staff needs training,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Not a good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Services rto slow,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Staff is cooperative,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best workshop in lahore,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"?? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good Service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Complete solution for Suzuki cars only,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best workshop in town,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Franchise for Suzuki Service center,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Best place for suzuki cars,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very nice,Suzuki Sethi Motors (Town Morr),,,,
Very good,Suzuki Sethi Motors (Town Morr),,,,
Good services.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good place for car maintenance,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good work,Suzuki Sethi Motors (Town Morr),,,,
mehngy bary ny,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Biggest suzuki dealer in lahore,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best service shop,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Best service for suzuki,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Perfect place for suzuki motors.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good work,Suzuki Sethi Motors (Town Morr),,,,
Professional staff and lots of cars!,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good hospital of cars,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
All models are available here,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Nice job,Suzuki Sethi Motors (Town Morr),,,,
Extra ordinary good,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Today Delayed Service,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Authorised Suzuki show room.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good work,Suzuki Sethi Motors (Town Morr),,,,
service staff is lazy,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
They are all good,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very relaxive place,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Very nice,Suzuki Sethi Motors (Town Morr),,,,
People ezy go come,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best motors for purchase vehicles,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Ok to visit for suzuki,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good place,Suzuki Sethi Motors (Town Morr),,,,
Very bad,Suzuki Sethi Motors (Town Morr),,,,
Good workshop for suzuki,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"Profesionals, cooperative.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good service station,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
V. Good,Suzuki Sethi Motors (Town Morr),,,,
Excellent service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
To much my time wasted,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best dealership in Lahore.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good SUZUKI Cars workshop,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Overall satisfied,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
This is suzuki 3s dealer ship,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Auto workshop bad service,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Poor service & parts supply,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
They are reconstructing the building,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Not good,Suzuki Sethi Motors (Town Morr),,,,
Custer dealing is good,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Respect there customers,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Very poor service,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Too much crowdy,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
rates are very high,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Poor Customer Service,Suzuki Sethi Motors (Town Morr),,,Negative,0.5773647462757812
Very bad expireance,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Not good job,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
It's just ok,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good,Suzuki Sethi Motors (Town Morr),,,,
Too much expensive,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Service requires an upgrade.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Very rushy place,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Excellent services.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
No proper management,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Must improve the services,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Suzuki car services and show room,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Too bad,Suzuki Sethi Motors (Town Morr),,,,
Good,Suzuki Sethi Motors (Town Morr),,,,
Staff was cooperative.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good motor company..!,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Cordial and Prompt Services,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Suzuki motors dealer and service center,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Excellent experience,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good Service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
More expensive to the market,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Amazing experience.....,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Nice staff,Suzuki Sethi Motors (Town Morr),,,,
Lacking in customer care...,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Competent, quick, cooperative",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Good place for cars?? ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Lack of professional staff.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Normal,Suzuki Sethi Motors (Town Morr),,,,
Nice experience.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Excellent Services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
They are too busy,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
services are good,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
the best,Suzuki Sethi Motors (Town Morr),,,,
Excellent service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Excellent,Suzuki Sethi Motors (Town Morr),,,,
Workshop,Suzuki Sethi Motors (Town Morr),,,,
Excellent service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Excellent services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Nice workshop,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Excellent services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Authorized dealer of Suzuki motors,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Just Like,Suzuki Sethi Motors (Town Morr),,,,
Purchased suzuki swift,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Worst place.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Good experience,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Good workshop,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Ok,Suzuki Sethi Motors (Town Morr),,,,
Excellent showrooms for cars,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Excellent service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Good Services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Pleasant ppl.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Godd,Suzuki Sethi Motors (Town Morr),,,,
Good  experience,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
It's Awesome,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good place.,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Repaired my baleno,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Average services,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Staff is helpful,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Car sale and purchase center,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Nice....,Suzuki Sethi Motors (Town Morr),,,,
Great Service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
variety of cars is available.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Its ok,Suzuki Sethi Motors (Town Morr),,,,
Staff is cooperative,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Nice Dealing & Cars,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Satisfied customer,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
"No satisfied,",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good car workshop,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Very Unprofessional.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Service good,Suzuki Sethi Motors (Town Morr),,,Positive,0.558485538257406
Staff is cooperative,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Best in town,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
lovt it,Suzuki Sethi Motors (Town Morr),,,,
Over priced,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Suzuki motor authorize dealer,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Outstanding services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Suzuki motors sale point,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Nice experience,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Very Expensive,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Always a pleasure,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Excellent serves,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Quick service,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Good Service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Suzuki motors service center,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Automobile showroom,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Love it,Suzuki Sethi Motors (Town Morr),,,,
Ammazing,Suzuki Sethi Motors (Town Morr),,,,
Average service,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Slow service...,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Ok,Suzuki Sethi Motors (Town Morr),,,,
Good Service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Owesome experience,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Nice,Suzuki Sethi Motors (Town Morr),,,,
Good people,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Poor service.,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Pathetic services,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Worst management,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
"High Expertise in electronics,",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best workshop,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Average service.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Best service,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Good place,Suzuki Sethi Motors (Town Morr),,,,
Check suzuki cultus,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good display,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
So bad responses,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Modal town moar,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Goooood,Suzuki Sethi Motors (Town Morr),,,,
Rushy at weekend and holidays,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
nice work !,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
good,Suzuki Sethi Motors (Town Morr),,,,
Bad experience,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Suzuki maintenance workshop,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
good as always,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good place,Suzuki Sethi Motors (Town Morr),,,,
Nice working,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Bad experience,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Friendly staff,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Good,Suzuki Sethi Motors (Town Morr),,,,
Ok,Suzuki Sethi Motors (Town Morr),,,,
Bad service,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Bad experience,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Expensive,Suzuki Sethi Motors (Town Morr),,,,
Not recommend,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Poor service,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Ok,Suzuki Sethi Motors (Town Morr),,,,
Place for your car,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Ok,Suzuki Sethi Motors (Town Morr),,,,
Loved,Suzuki Sethi Motors (Town Morr),,,,
Poor service,Suzuki Sethi Motors (Town Morr),,,Negative,0.6054037653776139
Conjusted,Suzuki Sethi Motors (Town Morr),,,,
Nice place,Suzuki Sethi Motors (Town Morr),,,,
Good workshop,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Nice,Suzuki Sethi Motors (Town Morr),,,,
OK.,Suzuki Sethi Motors (Town Morr),,,,
Best,Suzuki Sethi Motors (Town Morr),,,,
Maintenance is costly,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Car 5S service,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Good,Suzuki Sethi Motors (Town Morr),,,,
Hmmm,Suzuki Sethi Motors (Town Morr),,,,
workshop for Suzuki cars,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
This places working,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Skilled staff,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
High prices ..,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Suzuki car's showroom,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Fine,Suzuki Sethi Motors (Town Morr),,,,
A buzy suzuki station,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Too expensive,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Suzuki moter outlet,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good,Suzuki Sethi Motors (Town Morr),,,,
Good Place,Suzuki Sethi Motors (Town Morr),,,,
Good,Suzuki Sethi Motors (Town Morr),,,,
Good,Suzuki Sethi Motors (Town Morr),,,,
nice,Suzuki Sethi Motors (Town Morr),,,,
EXCELLENT SERVICE,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
Nice,Suzuki Sethi Motors (Town Morr),,,,
Worst place,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Excellent,Suzuki Sethi Motors (Town Morr),,,,
Lot of wait,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best,Suzuki Sethi Motors (Town Morr),,,,
Good,Suzuki Sethi Motors (Town Morr),,,,
Nice place,Suzuki Sethi Motors (Town Morr),,,,
Best,Suzuki Sethi Motors (Town Morr),,,,
Nice,Suzuki Sethi Motors (Town Morr),,,,
very expensive,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
50 50,Suzuki Sethi Motors (Town Morr),,,,
Pathetic services,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Good,Suzuki Sethi Motors (Town Morr),,,,
Excitement Service,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Good attitude,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Cooperative staff,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good,Suzuki Sethi Motors (Town Morr),,,,
Waiting frustrating,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
To much expensive,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Excellent,Suzuki Sethi Motors (Town Morr),,,,
Little expensive,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Good,Suzuki Sethi Motors (Town Morr),,,,
Nice,Suzuki Sethi Motors (Town Morr),,,,
Good,Suzuki Sethi Motors (Town Morr),,,,
Best,Suzuki Sethi Motors (Town Morr),,,,
Cooperative staff,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good mechanics,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Cool,Suzuki Sethi Motors (Town Morr),,,,
Fair,Suzuki Sethi Motors (Town Morr),,,,
Rates are higher..,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good Dealer,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
New car purchased.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Searching for wegonR,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Not interested,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good Workshop,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Car service  centre,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Suzuki a large market.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Nicr dealing,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Fraud,Suzuki Sethi Motors (Town Morr),,,,
place to buy cars,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Ok,Suzuki Sethi Motors (Town Morr),,,,
Slow working,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Expensive,Suzuki Sethi Motors (Town Morr),,,,
G0,Suzuki Sethi Motors (Town Morr),,,,
"Great ?? motors ??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Expensive,Suzuki Sethi Motors (Town Morr),,,,
Poor,Suzuki Sethi Motors (Town Morr),,,,
better showroom,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Waiting Time,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Car Selling Point,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Average,Suzuki Sethi Motors (Town Morr),,,,
,Suzuki Sethi Motors (Town Morr),,,,
Right choice,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Excellent!,Suzuki Sethi Motors (Town Morr),,,,
Complete car solutions,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Choices,Suzuki Sethi Motors (Town Morr),,,,
Authorised Suzuki,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
No idea about it,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Poor,Suzuki Sethi Motors (Town Morr),,,,
Normal,Suzuki Sethi Motors (Town Morr),,,,
Good,Suzuki Sethi Motors (Town Morr),,,,
Expensive parts,Suzuki Sethi Motors (Town Morr),,,Negative,0.5791296396742487
Responsive Staff,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
The best motors,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Yes,Suzuki Sethi Motors (Town Morr),,,,
Economic,Suzuki Sethi Motors (Town Morr),,,,
Suzuki Car Dealers,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Professional services,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Quick response,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Best motors,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
Professional team,Suzuki Sethi Motors (Town Morr),,,Positive,0.5605095530746993
3S dealership,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"3S dealership??,https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png""",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Reasonable,Suzuki Sethi Motors (Town Morr),,,,
Car purchasing,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Car showroom,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
car showroom,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
???? ??? ???? ???? ??? ???? ??? ??? ?? ??? ?? ???? ????? ???? ??? ???? ?? ?? ?????? ?? ????? ??? ???? ????? ?? ??? ???? ???? ??? ??? ??? ?? ?? ???,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
They are fraud they give false information or kehty hain yeh ho gya hai yeh change hone wala or mai ne local market se wohi chezein check krwai wo thek thi or bill yeh 10000 se nechy nai bnaty,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Company ka name phly hi khrab h phr enki dealership ki service rahi sahi qasar pori kr rai h,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
4 ratings is liye dy rha qk mra dost wha kam krta ziada khush ni hona,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
??? ??? ??? ???? ??? ??? ?????? ??? ?? ??? 2000 ??? ???? ?? ??? ??? 5000?? 6000 ??? ???? ???,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
??? ?? ????? ????? ??? ?? ????? ??,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
???? ??? ?????? ?? ?? ??? ??????? ?? ???? ???? ?????,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Bohat he 2no bndy hain koi b next time enough k pas na jaye,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
"Sirf Pakistani Suzuki k liye hai
Japanese cars ka kam Ni Kiya jata.",Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
kaam tasali wala nahi kia.. jaldi jaldi kaam kerty hain....,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Bahot ziyada rash ha Bahot time lagta ha,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
???? ?????? ?? ???? ???? ????,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Khalil Ur Rehman,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Theek hai,Suzuki Sethi Motors (Town Morr),,,,
????? ???? ???? ????? ?????,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Good service point,Suzuki Sethi Motors (Town Morr),,,Positive,0.5881235813232714
????? ???,Suzuki Sethi Motors (Town Morr),,,,
Overall god.,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
in dibgdvs,Suzuki Sethi Motors (Town Morr),,,,
(Y),Suzuki Sethi Motors (Town Morr),,,,
God,Suzuki Sethi Motors (Town Morr),,,,
God department,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Throw them out,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
NAIC points,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Thread,Suzuki Sethi Motors (Town Morr),,,,
Fazool service,Suzuki Sethi Motors (Town Morr),,,Negative,0.5113101318982131
Masha Allah,Suzuki Sethi Motors (Town Morr),,,Negative,0.5109592678022723
Mr suzuki,Suzuki Sethi Motors (Town Morr),,,,
